word,filename,tfidf,class
aa,student/page248.txt,14.26077057,student
aa,student/page84.txt,9.507180382,student
aa,faculty/page3.txt,4.753590191,faculty
aa,student/page53.txt,4.753590191,student
aaaaaa,student/page163.txt,6.139884552,student
aaai,faculty/page63.txt,26.0887505,faculty
aaai,faculty/page52.txt,13.04437525,faculty
aaai,faculty/page22.txt,8.696250166,faculty
aaai,faculty/page42.txt,8.696250166,faculty
aaai,student/page128.txt,4.348125083,student
aaai,student/page165.txt,4.348125083,student
aachen,student/page142.txt,6.139884552,student
aait,faculty/page22.txt,6.139884552,faculty
aaj,student/page46.txt,6.139884552,student
aap,student/page165.txt,6.139884552,student
aaron,course/page70.txt,6.139884552,course
aaronc,student/page111.txt,6.139884552,student
aartist,student/page35.txt,6.139884552,student
aavail,course/page84.txt,6.139884552,course
ab,faculty/page22.txt,18.41965366,faculty
abbott,course/page31.txt,6.139884552,course
abbrevi,faculty/page70.txt,6.139884552,faculty
abc,student/page121.txt,12.2797691,student
abduct,faculty/page48.txt,6.139884552,faculty
abel,course/page70.txt,12.2797691,course
aber,student/page16.txt,6.139884552,student
aberman,student/page146.txt,65.36084846,student
aberman,course/page61.txt,5.446737372,course
abet,student/page271.txt,6.139884552,student
abil,course/page59.txt,5.041272264,course
abil,faculty/page34.txt,5.041272264,faculty
abil,student/page242.txt,5.041272264,student
abio,student/page155.txt,6.139884552,student
abl,course/page23.txt,8.387948806,course
abl,course/page34.txt,8.387948806,course
abl,student/page130.txt,8.387948806,student
abl,course/page8.txt,4.193974403,course
abl,student/page154.txt,4.193974403,student
abl,student/page160.txt,4.193974403,student
abl,student/page68.txt,4.193974403,student
aboutm,student/page64.txt,6.139884552,student
abraham,faculty/page38.txt,10.08254453,faculty
abraham,student/page103.txt,10.08254453,student
abraham,student/page46.txt,5.041272264,student
abramson,course/page105.txt,6.139884552,course
abridg,student/page104.txt,6.139884552,student
abroad,student/page48.txt,6.139884552,student
absbottom,student/page68.txt,6.139884552,student
abscent,student/page113.txt,6.139884552,student
absenc,course/page86.txt,6.139884552,course
absent,faculty/page63.txt,6.139884552,faculty
absmiddl,student/page143.txt,34.04898326,student
absmiddl,student/page139.txt,15.47681057,student
absmiddl,student/page142.txt,12.38144846,student
absmiddl,student/page144.txt,12.38144846,student
absmiddl,student/page35.txt,9.286086344,student
absmiddl,course/page37.txt,6.190724229,course
absmiddl,student/page31.txt,6.190724229,student
absmiddl,student/page73.txt,6.190724229,student
absmiddl,faculty/page4.txt,3.095362115,faculty
absmiddl,faculty/page41.txt,3.095362115,faculty
absmiddl,student/page119.txt,3.095362115,student
absmiddl,student/page136.txt,3.095362115,student
absmiddl,student/page140.txt,3.095362115,student
absmiddl,student/page162.txt,3.095362115,student
absmiddl,student/page163.txt,3.095362115,student
absmiddl,student/page183.txt,3.095362115,student
absmiddl,student/page47.txt,3.095362115,student
absmiddl,student/page6.txt,3.095362115,student
absmiddl,student/page61.txt,3.095362115,student
absmiddl,student/page68.txt,3.095362115,student
absmiddl,student/page96.txt,3.095362115,student
absolut,student/page111.txt,4.753590191,student
absolut,student/page160.txt,4.753590191,student
absolut,student/page171.txt,4.753590191,student
absolut,student/page271.txt,4.753590191,student
abstain,student/page172.txt,6.139884552,student
abstract,course/page23.txt,21.64717878,course
abstract,student/page197.txt,16.23538409,student
abstract,faculty/page22.txt,8.117692043,faculty
abstract,student/page19.txt,8.117692043,student
abstract,faculty/page2.txt,5.411794695,faculty
abstract,faculty/page8.txt,5.411794695,faculty
abstract,student/page105.txt,5.411794695,student
abstract,student/page215.txt,5.411794695,student
abstract,student/page237.txt,5.411794695,student
abstract,student/page240.txt,5.411794695,student
abstract,student/page241.txt,5.411794695,student
abstract,student/page251.txt,5.411794695,student
abstract,student/page60.txt,5.411794695,student
abstract,student/page7.txt,5.411794695,student
abstract,course/page1.txt,2.705897348,course
abstract,course/page19.txt,2.705897348,course
abstract,course/page9.txt,2.705897348,course
abstract,faculty/page19.txt,2.705897348,faculty
abstract,faculty/page23.txt,2.705897348,faculty
abstract,faculty/page35.txt,2.705897348,faculty
abstract,faculty/page4.txt,2.705897348,faculty
abstract,student/page109.txt,2.705897348,student
abstract,student/page121.txt,2.705897348,student
abstract,student/page131.txt,2.705897348,student
abstract,student/page140.txt,2.705897348,student
abstract,student/page171.txt,2.705897348,student
abstract,student/page179.txt,2.705897348,student
abstract,student/page199.txt,2.705897348,student
abstract,student/page256.txt,2.705897348,student
abstract,student/page35.txt,2.705897348,student
abstract,student/page75.txt,2.705897348,student
abstractsourc,student/page128.txt,6.139884552,student
abu,student/page214.txt,18.41965366,student
ac,student/page139.txt,7.278937457,student
ac,course/page5.txt,4.852624971,course
ac,student/page140.txt,4.852624971,student
ac,student/page143.txt,4.852624971,student
ac,student/page144.txt,4.852624971,student
ac,student/page36.txt,4.852624971,student
ac,student/page49.txt,4.852624971,student
ac,student/page64.txt,4.852624971,student
ac,student/page68.txt,4.852624971,student
ac,student/page9.txt,4.852624971,student
ac,course/page1.txt,2.426312486,course
ac,course/page105.txt,2.426312486,course
ac,course/page25.txt,2.426312486,course
ac,course/page26.txt,2.426312486,course
ac,course/page44.txt,2.426312486,course
ac,course/page59.txt,2.426312486,course
ac,course/page63.txt,2.426312486,course
ac,course/page67.txt,2.426312486,course
ac,course/page68.txt,2.426312486,course
ac,course/page78.txt,2.426312486,course
ac,faculty/page22.txt,2.426312486,faculty
ac,faculty/page52.txt,2.426312486,faculty
ac,student/page100.txt,2.426312486,student
ac,student/page105.txt,2.426312486,student
ac,student/page121.txt,2.426312486,student
ac,student/page142.txt,2.426312486,student
ac,student/page15.txt,2.426312486,student
ac,student/page16.txt,2.426312486,student
ac,student/page185.txt,2.426312486,student
ac,student/page21.txt,2.426312486,student
ac,student/page210.txt,2.426312486,student
ac,student/page22.txt,2.426312486,student
ac,student/page23.txt,2.426312486,student
ac,student/page251.txt,2.426312486,student
ac,student/page259.txt,2.426312486,student
ac,student/page262.txt,2.426312486,student
ac,student/page270.txt,2.426312486,student
ac,student/page35.txt,2.426312486,student
ac,student/page42.txt,2.426312486,student
ac,student/page61.txt,2.426312486,student
ac,student/page95.txt,2.426312486,student
acad,student/page46.txt,6.139884552,student
academ,student/page199.txt,10.94320417,student
academ,course/page4.txt,6.565922501,course
academ,course/page67.txt,4.377281667,course
academ,faculty/page70.txt,4.377281667,faculty
academ,student/page101.txt,4.377281667,student
academ,student/page201.txt,4.377281667,student
academ,student/page210.txt,4.377281667,student
academ,student/page229.txt,4.377281667,student
academ,student/page66.txt,4.377281667,student
academ,student/page67.txt,4.377281667,student
academ,course/page109.txt,2.188640834,course
academ,course/page38.txt,2.188640834,course
academ,course/page39.txt,2.188640834,course
academ,course/page42.txt,2.188640834,course
academ,course/page47.txt,2.188640834,course
academ,course/page48.txt,2.188640834,course
academ,course/page49.txt,2.188640834,course
academ,course/page50.txt,2.188640834,course
academ,course/page51.txt,2.188640834,course
academ,course/page70.txt,2.188640834,course
academ,course/page73.txt,2.188640834,course
academ,course/page82.txt,2.188640834,course
academ,course/page84.txt,2.188640834,course
academ,course/page9.txt,2.188640834,course
academ,course/page90.txt,2.188640834,course
academ,faculty/page33.txt,2.188640834,faculty
academ,faculty/page36.txt,2.188640834,faculty
academ,faculty/page43.txt,2.188640834,faculty
academ,faculty/page45.txt,2.188640834,faculty
academ,faculty/page46.txt,2.188640834,faculty
academ,faculty/page47.txt,2.188640834,faculty
academ,faculty/page57.txt,2.188640834,faculty
academ,faculty/page69.txt,2.188640834,faculty
academ,faculty/page71.txt,2.188640834,faculty
academ,student/page124.txt,2.188640834,student
academ,student/page151.txt,2.188640834,student
academ,student/page156.txt,2.188640834,student
academ,student/page168.txt,2.188640834,student
academ,student/page169.txt,2.188640834,student
academ,student/page171.txt,2.188640834,student
academ,student/page206.txt,2.188640834,student
academ,student/page209.txt,2.188640834,student
academ,student/page213.txt,2.188640834,student
academ,student/page249.txt,2.188640834,student
academ,student/page250.txt,2.188640834,student
academ,student/page262.txt,2.188640834,student
academ,student/page35.txt,2.188640834,student
academ,student/page61.txt,2.188640834,student
academ,student/page63.txt,2.188640834,student
academ,student/page72.txt,2.188640834,student
academ,student/page75.txt,2.188640834,student
academ,student/page95.txt,2.188640834,student
academi,faculty/page69.txt,15.12381679,faculty
academi,faculty/page31.txt,10.08254453,faculty
academi,faculty/page1.txt,5.041272264,faculty
academia,student/page211.txt,9.06089328,student
academia,course/page23.txt,4.53044664,course
academia,faculty/page64.txt,4.53044664,faculty
academia,student/page16.txt,4.53044664,student
academia,student/page49.txt,4.53044664,student
acc,student/page21.txt,6.139884552,student
acccf,student/page21.txt,6.139884552,student
acceler,faculty/page71.txt,6.139884552,faculty
accent,faculty/page64.txt,5.446737372,faculty
accent,student/page232.txt,5.446737372,student
accept,student/page209.txt,13.59133992,student
accept,faculty/page8.txt,4.53044664,faculty
accept,student/page128.txt,4.53044664,student
accept,student/page130.txt,4.53044664,student
accept,student/page9.txt,4.53044664,student
access,student/page68.txt,15.68114417,student
access,course/page72.txt,7.840572083,course
access,course/page23.txt,5.227048055,course
access,course/page59.txt,5.227048055,course
access,faculty/page17.txt,5.227048055,faculty
access,student/page261.txt,5.227048055,student
access,course/page105.txt,2.613524028,course
access,course/page107.txt,2.613524028,course
access,course/page27.txt,2.613524028,course
access,course/page37.txt,2.613524028,course
access,course/page5.txt,2.613524028,course
access,course/page58.txt,2.613524028,course
access,course/page81.txt,2.613524028,course
access,course/page93.txt,2.613524028,course
access,faculty/page10.txt,2.613524028,faculty
access,faculty/page25.txt,2.613524028,faculty
access,faculty/page41.txt,2.613524028,faculty
access,faculty/page52.txt,2.613524028,faculty
access,student/page105.txt,2.613524028,student
access,student/page119.txt,2.613524028,student
access,student/page133.txt,2.613524028,student
access,student/page166.txt,2.613524028,student
access,student/page177.txt,2.613524028,student
access,student/page178.txt,2.613524028,student
access,student/page18.txt,2.613524028,student
access,student/page196.txt,2.613524028,student
access,student/page212.txt,2.613524028,student
access,student/page221.txt,2.613524028,student
access,student/page227.txt,2.613524028,student
access,student/page260.txt,2.613524028,student
access,student/page28.txt,2.613524028,student
access,student/page54.txt,2.613524028,student
access,student/page91.txt,2.613524028,student
access,student/page92.txt,2.613524028,student
accetta,course/page30.txt,6.139884552,course
accid,faculty/page56.txt,5.446737372,faculty
accid,student/page178.txt,5.446737372,student
accom,student/page124.txt,12.2797691,student
accommod,course/page67.txt,16.34021212,course
accommod,faculty/page13.txt,5.446737372,faculty
accompani,course/page9.txt,4.753590191,course
accompani,course/page93.txt,4.753590191,course
accompani,faculty/page74.txt,4.753590191,faculty
accompani,student/page237.txt,4.753590191,student
accomplish,faculty/page10.txt,4.753590191,faculty
accomplish,faculty/page52.txt,4.753590191,faculty
accomplish,student/page199.txt,4.753590191,student
accomplish,student/page35.txt,4.753590191,student
accord,course/page72.txt,5.041272264,course
accord,student/page143.txt,5.041272264,student
accord,student/page228.txt,5.041272264,student
accordingli,course/page23.txt,6.139884552,course
account,course/page93.txt,13.04437525,course
account,course/page108.txt,4.348125083,course
account,course/page52.txt,4.348125083,course
account,faculty/page19.txt,4.348125083,faculty
account,student/page123.txt,4.348125083,student
account,student/page9.txt,4.348125083,student
accredit,faculty/page27.txt,6.139884552,faculty
accumul,student/page62.txt,6.139884552,student
accur,course/page109.txt,3.249512794,course
accur,course/page23.txt,3.249512794,course
accur,course/page38.txt,3.249512794,course
accur,course/page39.txt,3.249512794,course
accur,course/page42.txt,3.249512794,course
accur,course/page47.txt,3.249512794,course
accur,course/page48.txt,3.249512794,course
accur,course/page49.txt,3.249512794,course
accur,course/page50.txt,3.249512794,course
accur,course/page51.txt,3.249512794,course
accur,course/page70.txt,3.249512794,course
accur,course/page73.txt,3.249512794,course
accur,course/page82.txt,3.249512794,course
accur,course/page84.txt,3.249512794,course
accur,course/page90.txt,3.249512794,course
accur,student/page232.txt,3.249512794,student
accur,student/page41.txt,3.249512794,student
accur,student/page9.txt,3.249512794,student
accuraci,faculty/page52.txt,5.446737372,faculty
accuraci,student/page16.txt,5.446737372,student
acharya,course/page30.txt,6.139884552,course
achiev,course/page21.txt,3.741989279,course
achiev,course/page23.txt,3.741989279,course
achiev,course/page99.txt,3.741989279,course
achiev,faculty/page65.txt,3.741989279,faculty
achiev,student/page154.txt,3.741989279,student
achiev,student/page168.txt,3.741989279,student
achiev,student/page169.txt,3.741989279,student
achiev,student/page178.txt,3.741989279,student
achiev,student/page199.txt,3.741989279,student
achiev,student/page217.txt,3.741989279,student
achiev,student/page261.txt,3.741989279,student
achiv,student/page174.txt,6.139884552,student
acl,course/page1.txt,21.74062542,course
acl,student/page105.txt,13.04437525,student
acl,student/page121.txt,13.04437525,student
acl,student/page148.txt,13.04437525,student
acl,course/page17.txt,4.348125083,course
acl,student/page24.txt,4.348125083,student
aclu,student/page179.txt,12.2797691,student
acm,course/page31.txt,41.95311947,course
acm,course/page32.txt,30.91282487,course
acm,course/page30.txt,26.49670703,course
acm,faculty/page8.txt,26.49670703,faculty
acm,faculty/page57.txt,17.66447136,faculty
acm,faculty/page70.txt,15.45641244,faculty
acm,course/page104.txt,13.24835352,course
acm,faculty/page0.txt,13.24835352,faculty
acm,student/page161.txt,13.24835352,student
acm,student/page72.txt,13.24835352,student
acm,faculty/page69.txt,8.832235678,faculty
acm,student/page124.txt,8.832235678,student
acm,faculty/page15.txt,6.624176759,faculty
acm,faculty/page30.txt,6.624176759,faculty
acm,student/page259.txt,6.624176759,student
acm,student/page53.txt,6.624176759,student
acm,faculty/page27.txt,4.416117839,faculty
acm,faculty/page40.txt,4.416117839,faculty
acm,faculty/page48.txt,4.416117839,faculty
acm,faculty/page56.txt,4.416117839,faculty
acm,faculty/page64.txt,4.416117839,faculty
acm,faculty/page71.txt,4.416117839,faculty
acm,faculty/page72.txt,4.416117839,faculty
acm,faculty/page75.txt,4.416117839,faculty
acm,student/page121.txt,4.416117839,student
acm,student/page139.txt,4.416117839,student
acm,student/page144.txt,4.416117839,student
acm,student/page209.txt,4.416117839,student
acm,student/page256.txt,4.416117839,student
acm,student/page55.txt,4.416117839,student
acm,student/page57.txt,4.416117839,student
acm,student/page61.txt,4.416117839,student
acm,student/page75.txt,4.416117839,student
acm,course/page107.txt,2.20805892,course
acm,course/page12.txt,2.20805892,course
acm,course/page86.txt,2.20805892,course
acm,course/page9.txt,2.20805892,course
acm,faculty/page11.txt,2.20805892,faculty
acm,faculty/page17.txt,2.20805892,faculty
acm,faculty/page2.txt,2.20805892,faculty
acm,faculty/page29.txt,2.20805892,faculty
acm,faculty/page31.txt,2.20805892,faculty
acm,faculty/page32.txt,2.20805892,faculty
acm,faculty/page38.txt,2.20805892,faculty
acm,faculty/page45.txt,2.20805892,faculty
acm,faculty/page76.txt,2.20805892,faculty
acm,student/page152.txt,2.20805892,student
acm,student/page197.txt,2.20805892,student
acm,student/page201.txt,2.20805892,student
acm,student/page232.txt,2.20805892,student
acm,student/page240.txt,2.20805892,student
acmilan,student/page139.txt,6.139884552,student
acmreg,student/page161.txt,6.139884552,student
acn,student/page14.txt,6.139884552,student
acoust,student/page179.txt,6.139884552,student
acq,student/page121.txt,6.139884552,student
acquir,student/page41.txt,6.139884552,student
acquisit,faculty/page18.txt,7.88531995,faculty
acquisit,student/page24.txt,7.88531995,student
acquisit,faculty/page24.txt,3.942659975,faculty
acquisit,student/page1.txt,3.942659975,student
acquisit,student/page121.txt,3.942659975,student
acquisit,student/page126.txt,3.942659975,student
acquisit,student/page165.txt,3.942659975,student
acquisit,student/page259.txt,3.942659975,student
acquisit,student/page81.txt,3.942659975,student
acrobat,course/page61.txt,27.18267984,course
acrobat,course/page62.txt,22.6522332,course
acrobat,course/page84.txt,22.6522332,course
acrobat,course/page96.txt,22.6522332,course
acrobat,course/page43.txt,13.59133992,course
acrobatwww,course/page43.txt,4.53044664,course
acrobatwww,course/page61.txt,4.53044664,course
acrobatwww,course/page62.txt,4.53044664,course
acrobatwww,course/page84.txt,4.53044664,course
acrobatwww,course/page96.txt,4.53044664,course
acroread,course/page84.txt,6.139884552,course
act,course/page39.txt,4.53044664,course
act,course/page57.txt,4.53044664,course
act,faculty/page42.txt,4.53044664,faculty
act,student/page154.txt,4.53044664,student
act,student/page172.txt,4.53044664,student
action,student/page56.txt,9.586336719,student
action,student/page80.txt,9.586336719,student
action,student/page82.txt,9.586336719,student
action,course/page23.txt,6.390891146,course
action,faculty/page42.txt,6.390891146,faculty
action,student/page122.txt,6.390891146,student
action,student/page232.txt,6.390891146,student
action,student/page35.txt,6.390891146,student
action,course/page107.txt,3.195445573,course
action,course/page21.txt,3.195445573,course
action,course/page39.txt,3.195445573,course
action,faculty/page63.txt,3.195445573,faculty
action,student/page118.txt,3.195445573,student
action,student/page145.txt,3.195445573,student
action,student/page237.txt,3.195445573,student
action,student/page249.txt,3.195445573,student
action,student/page42.txt,3.195445573,student
action,student/page86.txt,3.195445573,student
action,student/page95.txt,3.195445573,student
activ,student/page244.txt,9.422779673,student
activ,student/page124.txt,7.067084755,student
activ,student/page54.txt,7.067084755,student
activ,course/page39.txt,4.711389837,course
activ,course/page57.txt,4.711389837,course
activ,faculty/page42.txt,4.711389837,faculty
activ,student/page165.txt,4.711389837,student
activ,student/page174.txt,4.711389837,student
activ,course/page104.txt,2.355694918,course
activ,course/page23.txt,2.355694918,course
activ,course/page40.txt,2.355694918,course
activ,course/page5.txt,2.355694918,course
activ,course/page94.txt,2.355694918,course
activ,course/page98.txt,2.355694918,course
activ,faculty/page12.txt,2.355694918,faculty
activ,faculty/page16.txt,2.355694918,faculty
activ,faculty/page20.txt,2.355694918,faculty
activ,faculty/page27.txt,2.355694918,faculty
activ,faculty/page35.txt,2.355694918,faculty
activ,faculty/page40.txt,2.355694918,faculty
activ,faculty/page43.txt,2.355694918,faculty
activ,faculty/page45.txt,2.355694918,faculty
activ,faculty/page49.txt,2.355694918,faculty
activ,faculty/page74.txt,2.355694918,faculty
activ,faculty/page76.txt,2.355694918,faculty
activ,student/page104.txt,2.355694918,student
activ,student/page121.txt,2.355694918,student
activ,student/page128.txt,2.355694918,student
activ,student/page167.txt,2.355694918,student
activ,student/page178.txt,2.355694918,student
activ,student/page181.txt,2.355694918,student
activ,student/page186.txt,2.355694918,student
activ,student/page195.txt,2.355694918,student
activ,student/page198.txt,2.355694918,student
activ,student/page213.txt,2.355694918,student
activ,student/page230.txt,2.355694918,student
activ,student/page231.txt,2.355694918,student
activ,student/page245.txt,2.355694918,student
activ,student/page25.txt,2.355694918,student
activ,student/page259.txt,2.355694918,student
activ,student/page26.txt,2.355694918,student
activ,student/page262.txt,2.355694918,student
activ,student/page6.txt,2.355694918,student
activ,student/page70.txt,2.355694918,student
activit,student/page177.txt,6.139884552,student
actlab,student/page14.txt,18.41965366,student
actor,course/page11.txt,5.446737372,course
actor,course/page21.txt,5.446737372,course
actual,student/page173.txt,7.001654445,student
actual,course/page34.txt,3.500827223,course
actual,course/page64.txt,3.500827223,course
actual,faculty/page56.txt,3.500827223,faculty
actual,faculty/page70.txt,3.500827223,faculty
actual,student/page101.txt,3.500827223,student
actual,student/page106.txt,3.500827223,student
actual,student/page140.txt,3.500827223,student
actual,student/page153.txt,3.500827223,student
actual,student/page189.txt,3.500827223,student
actual,student/page204.txt,3.500827223,student
actual,student/page264.txt,3.500827223,student
actual,student/page45.txt,3.500827223,student
actual,student/page9.txt,3.500827223,student
ad,course/page26.txt,6.008780673,course
ad,student/page9.txt,6.008780673,student
ad,course/page108.txt,3.004390336,course
ad,course/page109.txt,3.004390336,course
ad,course/page114.txt,3.004390336,course
ad,course/page23.txt,3.004390336,course
ad,course/page38.txt,3.004390336,course
ad,course/page39.txt,3.004390336,course
ad,course/page42.txt,3.004390336,course
ad,course/page47.txt,3.004390336,course
ad,course/page5.txt,3.004390336,course
ad,course/page51.txt,3.004390336,course
ad,course/page56.txt,3.004390336,course
ad,course/page66.txt,3.004390336,course
ad,course/page88.txt,3.004390336,course
ad,course/page89.txt,3.004390336,course
ad,course/page93.txt,3.004390336,course
ad,course/page94.txt,3.004390336,course
ad,course/page99.txt,3.004390336,course
ad,student/page140.txt,3.004390336,student
ad,student/page155.txt,3.004390336,student
ad,student/page54.txt,3.004390336,student
ad,student/page65.txt,3.004390336,student
